"X","Y","forest","water"
-142.510447622522,62.6601118586942,0.680371940135956,435.412078857422
-141.31789007922,62.7101750887021,0,1431.18920898438
-142.594800531997,62.6687508611919,10.1638345718384,4501.587890625
-141.371500247158,62.4531458047322,7.88779926300049,1441.84619140625
-141.854012816451,62.8319932632048,62.4086952209473,392.657775878906
-141.519801474346,62.6614859433013,27.2189807891846,1148.66906738281
-141.767098751159,62.6975966172027,43.1596145629883,1101.34240722656
-141.883640940879,62.8452511402212,83.2991943359375,263.339996337891
-141.405587162704,62.6391772470427,102.955718994141,684.439086914062
-141.995517453665,63.0811783212059,14.8923873901367,49.1007957458496
-141.249856337802,62.6409946315521,0,1002.75109863281
-141.911143665852,63.0573297084583,17.8711910247803,164.445007324219
-141.798176473408,62.7263501183691,0,224.518966674805
